Otu,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu3686,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma columbinasale
Otu3810,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu412,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1410,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu480,Bacteria,Firmicutes,na,na,na,na,na
Otu936,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu757,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu2393,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3890,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu989,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3479,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1734,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2149,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu2480,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3718,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu2106,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu3865,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu268,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2768,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,na
Otu1767,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,na,na
Otu2732,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu3532,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu458,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,na
Otu462,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,na,na,na
Otu3784,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1671,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum lentocellum
Otu1919,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu813,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu1472,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu619,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
Otu466,Bacteria,Bacteroidetes,na,na,na,na,na
Otu1863,Bacteria,na,na,na,na,na,na
Otu3500,Bacteria,na,na,na,na,na,na
Otu772,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3298,Bacteria,na,na,na,na,na,na
Otu1489,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
Otu2198,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,na,na
Otu134,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu1554,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii
Otu285,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
Otu2184,Bacteria,na,na,na,na,na,na
Otu2112,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,na
Otu3889,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
Otu1829,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu2242,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,na
Otu2713,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu900,Bacteria,Actinobacteria,Actinobacteria,na,na,na,na
Otu2345,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu1462,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,na
Otu2171,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu1241,Bacteria,na,na,na,na,na,na
Otu3530,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu1326,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2852,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu3596,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu692,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu260,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu2640,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1140,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu650,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu2549,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2761,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
Otu494,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu3029,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Odoribacter splanchnicus
Otu3796,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,na
Otu380,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2518,Bacteria,na,na,na,na,na,na
Otu727,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2085,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu3714,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu1385,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
Otu3166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu2915,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas ruminantium
Otu1388,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira multipara
Otu25,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu2644,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu3558,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,na
Otu2239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
Otu3231,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1733,Bacteria,na,na,na,na,na,na
Otu206,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
Otu2833,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu3349,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,Papillibacter cinnamivorans
Otu2859,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Murdochiella,Murdochiella asaccharolytica
Otu1675,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
Otu1784,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,na,na
Otu937,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides johnsonii
Otu1639,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu2006,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
Otu3701,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu754,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1496,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu2282,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu3613,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
Otu680,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1420,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu3594,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu3291,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,na,na
Otu3725,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu891,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1684,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis
Otu2132,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
Otu3638,Bacteria,Firmicutes,na,na,na,na,na
Otu159,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu2347,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
Otu1866,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,na,na,na
Otu2175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,Insolitispirillum peregrinum
Otu1579,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2359,Bacteria,na,na,na,na,na,na
Otu2532,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis
Otu3817,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu702,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu1155,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2465,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu1328,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu514,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
Otu1248,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2537,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu78,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu539,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1542,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu2747,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu2973,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu3086,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu3400,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3021,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu218,Bacteria,na,na,na,na,na,na
Otu3205,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1709,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3633,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,na,na
Otu1745,Bacteria,na,na,na,na,na,na
Otu1764,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1538,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,na,na
Otu415,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu2556,Bacteria,Proteobacteria,na,na,na,na,na
Otu960,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu3148,Bacteria,na,na,na,na,na,na
Otu1061,Bacteria,Actinobacteria,Actinobacteria,na,na,na,na
Otu2124,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
Otu2243,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu2287,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1088,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu945,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2115,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2884,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu2633,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2779,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu105,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella dispar
Otu2531,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium
Otu2306,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,na,na
Otu1062,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,na
Otu3058,Bacteria,Proteobacteria,na,na,na,na,na
Otu2496,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
Otu1387,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu920,Bacteria,Proteobacteria,na,na,na,na,na
Otu3045,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1078,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1360,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1436,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
Otu1716,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
Otu341,Bacteria,Proteobacteria,Alphaproteobacteria,na,na,na,na
Otu3882,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu1401,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1649,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
Otu3418,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2169,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu345,Bacteria,na,na,na,na,na,na
Otu1915,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,na
Otu2899,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2318,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu3546,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2837,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3352,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,na
Otu3374,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1366,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,na,na
Otu3526,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu44,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3115,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
Otu2689,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu350,Bacteria,na,na,na,na,na,na
Otu1700,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
Otu3242,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
Otu1739,Bacteria,Firmicutes,na,na,na,na,na
Otu1329,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2200,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3888,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1698,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu2554,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3915,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
Otu3705,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens
Otu1586,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei
Otu1804;otu1318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
Otu3639,Bacteria,Firmicutes,Bacilli,Bacillales,na,na,na
Otu2788,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1400,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu923,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
Otu3747,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2966,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu99,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1406,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1951,Bacteria,Bacteroidetes,na,na,na,na,na
Otu3522,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
Otu201,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
Otu3470,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu430,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3849,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,na
Otu1871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
Otu1361,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1738,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu207,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
Otu1658,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3276,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu283,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
Otu871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1044,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
Otu1020,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,na
Otu2366,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
Otu3548,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu1880,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
Otu340,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus
Otu3141,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1448,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu1564,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu177,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,na
Otu190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,na
Otu3103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3435,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2494,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
Otu86,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu3011,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu383,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
Otu1993,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,na,na,na
Otu2308,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2898,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu3581,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu1057,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans
Otu1442,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu248,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum sp. GK12
Otu3719,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1715,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu2980,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu974,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,na,na,na
Otu2256,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu778,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2322,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
Otu135,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
Otu3708,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu137,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu856,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu3440,Bacteria,na,na,na,na,na,na
Otu1902,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
Otu713,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu541,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
Otu1632,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu169,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3681,Bacteria,na,na,na,na,na,na
Otu1757,Bacteria,Planctomycetes,na,na,na,na,na
Otu2517,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu3252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum lentocellum
Otu2069,Bacteria,na,na,na,na,na,na
Otu2165,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
Otu3380,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,na
Otu1601,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
Otu3434,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu2530,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu1371,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,na,na
Otu2065,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2361;otu2139,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2855,Bacteria,Proteobacteria,na,na,na,na,na
Otu30,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira multipara
Otu2988;otu1750,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
Otu1928,Bacteria,Proteobacteria,na,na,na,na,na
Otu3739,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
Otu2296,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,na
Otu943,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salanitronis
Otu554,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3615,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu594,Bacteria,Firmicutes,na,na,na,na,na
Otu120,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,na
Otu3897,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
