Otu,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU3705,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens
OTU1586,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei
OTU1804;OTU1318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU3639,Bacteria,Firmicutes,Bacilli,Bacillales,na,na,na
OTU2788,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1400,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU923,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
OTU3747,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2966,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU99,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1406,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1951,Bacteria,Bacteroidetes,na,na,na,na,na
OTU3522,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU201,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
OTU3470,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU430,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3849,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,na
OTU1871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
OTU1361,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1738,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU207,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
OTU1658,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3276,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU283,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
OTU871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1044,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
OTU1020,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,na
OTU2366,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU3548,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU1880,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU340,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus
OTU3141,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1448,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1564,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU177,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,na
OTU190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,na
OTU3103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3435,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2494,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
OTU86,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
OTU3011,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU383,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
OTU1993,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,na,na,na
OTU2308,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2898,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU3581,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1057,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans
OTU1442,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU248,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum sp. GK12
OTU3719,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1715,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2980,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU974,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,na,na,na
OTU2256,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU778,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2322,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
OTU135,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
OTU3708,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU137,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU856,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
OTU3440,Bacteria,na,na,na,na,na,na
OTU1902,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
OTU713,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU541,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
OTU1632,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU169,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3681,Bacteria,na,na,na,na,na,na
OTU1757,Bacteria,Planctomycetes,na,na,na,na,na
OTU2517,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU3252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum lentocellum
OTU2069,Bacteria,na,na,na,na,na,na
OTU2165,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU3380,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,na
OTU1601,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
OTU3434,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
OTU2530,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1371,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,na,na
OTU2065,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2361;OTU2139,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2855,Bacteria,Proteobacteria,na,na,na,na,na
OTU30,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira multipara
OTU2988;OTU1750,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU1928,Bacteria,Proteobacteria,na,na,na,na,na
OTU3739,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
OTU2296,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,na
OTU943,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salanitronis
OTU554,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3615,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU594,Bacteria,Firmicutes,na,na,na,na,na
OTU120,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,na
OTU3897,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3259,Bacteria,na,na,na,na,na,na
OTU519,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
OTU3110,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU1077,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1748,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU1515,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1775,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1936,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3077,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Fervidobacterium,na
OTU899,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2519,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3065,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis
OTU3263,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,na,na
OTU3019,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
OTU1128,Bacteria,na,na,na,na,na,na
OTU1896,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU2386,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU2447,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1450,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1587,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3687,Bacteria,Firmicutes,na,na,na,na,na
OTU509,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2148,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1760,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,na
OTU2981,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU882,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
OTU3668,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
OTU878,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU144,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter,Coprobacter fastidiosus
OTU3584,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1019,Bacteria,Chloroflexi,na,na,na,na,na
OTU2134,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU624,Bacteria,na,na,na,na,na,na
OTU2429,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3841,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,na,na
OTU1101,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,na,na
OTU2936,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1065,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU3728,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU741,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2932,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU1697,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,na,na,na
OTU1079,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,na
OTU982,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU809,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1930,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU999,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1766,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Tissierella,na
OTU3235,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1320,Bacteria,Firmicutes,na,na,na,na,na
OTU1452;OTU1201,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU1599,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
OTU3732,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU2061,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2656,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU390,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Janibacter cremeus
OTU28,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,na
OTU2430,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU3040,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2357,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
OTU963,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2311,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1425,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae
OTU1758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
OTU876,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2126,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,na
OTU426,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,na
OTU2526,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU422,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU3294,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU815,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus
OTU851,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU499,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
OTU2456,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2978,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1395,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU583,Bacteria,na,na,na,na,na,na
OTU3629,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3743,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU2510,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3485,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU3870,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1413,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1290,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU512,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3367,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2998,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1053,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3431,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis
OTU3249,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU2487,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3193,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU1446,Bacteria,na,na,na,na,na,na
OTU393,Bacteria,na,na,na,na,na,na
OTU1499,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1648,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium
OTU2241,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1004,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1726,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas,Chitinimonas taiwanensis
OTU2281,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
OTU3001,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
OTU1199,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2348,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
OTU709,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,na
OTU61,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
OTU3605,Bacteria,na,na,na,na,na,na
OTU2346,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU143,Bacteria,na,na,na,na,na,na
OTU1405,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans
OTU1973,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2172,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU243,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2500,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3591,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU3033,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2596,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
OTU3588,Bacteria,na,na,na,na,na,na
OTU1603,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU2484,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU425,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2623,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU596,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
OTU174,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1810,Bacteria,na,na,na,na,na,na
OTU1945,Bacteria,Proteobacteria,na,na,na,na,na
OTU2360,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3907,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU766,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3238,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,na,na,na
OTU1262,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Brassicibacter,Brassicibacter mesophilus
OTU2002,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3662,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU1552,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1995,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU2190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU725,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,na
OTU896;OTU1623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU1236,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU1934,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU354,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,na
OTU3611,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU841,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU733,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,na
OTU1367,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,na
OTU798,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,na
OTU3222,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2913,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU578,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis
OTU1024,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis
OTU1407,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2144,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,na
OTU1892,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU684,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3285,Bacteria,na,na,na,na,na,na
OTU872,Bacteria,Actinobacteria,Actinobacteria,na,na,na,na
OTU1690,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
OTU1259,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus,Negativicoccus succinicivorans
OTU1510,Bacteria,na,na,na,na,na,na
OTU320,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3272,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU2367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,na,na
OTU3757,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU68,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na,na
OTU2499,Bacteria,Tenericutes,Mollicutes,na,na,na,na
OTU2708,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Hma8N
OTU2694,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU1120,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU1465,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU2745,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1177,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU838,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,na
OTU3543,Bacteria,na,na,na,na,na,na
OTU1319,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,na
OTU2326,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,na
OTU3334,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1585,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2643,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3612,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU457,Bacteria,Tenericutes,Mollicutes,na,na,na,na
OTU3842,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1956,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,na
OTU2209,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1214,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU792,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
OTU3504,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Alkaliflexus,Alkaliflexus imshenetskii
OTU2930,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU1137,Bacteria,na,na,na,na,na,na
OTU2538,Bacteria,Firmicutes,Bacilli,Bacillales,na,na,na
